���� ��¥,����� ��,defCnt,����,�õ�,incDec,isolClearCnt,isolIngCnt,localOccCnt,overFlowCnt,qurRate,seq,stdDay,updateDt
35:50.5,6,1081,광주,Gwangju,8,847,228,8,0,74.21,6739,2020??12??31??00??NULL,
35:50.5,27,2839,?�천,Incheon,59,2082,730,59,0,96.04,6738,2020??12??31??00??NULL,
35:50.5,201,7801,?��?大邱,33,7276,324,32,1,320.17,6737,2020??12??31??00??NULL,,
35:50.5,50,1868,부???�山,74,1343,475,72,2,54.75,6736,2020??12??31??00??NULL,,
35:50.5,177,19004,?�울,Seoul,366,10441,8386,365,1,195.24,6735,2020??12??31??00??NULL,
35:50.5,900,60740,?�계,Total,967,42271,17569,940,27,117.15,6734,2020??12??31??00??NULL,
36:08.1,2,2431,검???�離?�,11,1680,749,0,11,-,6733,2020??12??30??00??NULL,,
36:08.1,0,407,?�주,Jeju,10,192,215,10,0,60.68,6732,2020??12??30??00??NULL,
36:08.1,4,1303,경남,Gyeongsangnam-do,36,977,322,36,0,38.76,6731,2020??12??30??00??NULL,
36:08.1,61,2401,경북,Gyeongsangbuk-do,23,1842,498,21,2,90.18,6730,2020??12??30??00??NULL,
36:08.1,5,555,?�남,Jeollanam-do,1,464,86,0,1,29.76,6729,2020??12??30??00??NULL,
36:08.1,11,825,?�북,Jeollabuk-do,32,607,207,32,0,45.4,6728,2020??12??30??00??NULL,
36:08.1,22,1635,충남,Chungcheongnam-do,27,1143,470,27,0,77.03,6727,2020??12??30??00??NULL,
36:08.1,23,1141,충북,Chungcheongbuk-do,45,587,531,45,0,71.34,6726,2020??12??30??00??NULL,
36:08.1,13,1171,강원,Gangwon-do,17,831,327,17,0,76.01,6725,2020??12??30??00??NULL,
36:08.1,253,14226,경기,Gyeonggi-do,277,10356,3617,274,3,107.36,6724,2020??12??30??00??NULL,
36:08.1,1,149,?�종,Sejong,2,127,21,2,0,43.53,6723,2020??12??30??00??NULL,
36:08.1,26,638,?�산,Ulsan,16,426,186,15,1,55.62,6722,2020??12??30??00??NULL,
36:08.1,7,838,?�??大田,19,670,161,19,0,56.85,6721,2020??12??30??00??NULL,,
36:08.1,6,1073,광주,Gwangju,9,833,234,9,0,73.66,6720,2020??12??30??00??NULL,
36:08.1,26,2780,?�천,Incheon,48,2039,715,48,0,94.04,6719,2020??12??30??00??NULL,
36:08.1,201,7768,?��?大邱,51,7236,331,49,2,318.82,6718,2020??12??30??00??NULL,,
36:08.1,46,1794,부???�山,39,1300,448,38,1,52.58,6717,2020??12??30??00??NULL,,
36:08.1,172,18638,?�울,Seoul,387,10125,8341,383,4,191.48,6716,2020??12??30??00??NULL,
36:08.1,879,59773,?�계,Total,1050,41435,17459,1025,25,115.29,6715,2020??12??30??00??NULL,
14:13.1,2,2420,검???�離?�,5,1680,738,0,5,-,6714,2020??12??29??00??NULL,,
14:13.1,0,397,?�주,Jeju,5,179,218,5,0,59.19,6713,2020??12??29??00??NULL,
14:13.1,4,1267,경남,Gyeongsangnam-do,16,940,323,16,0,37.69,6712,2020??12??29??00??NULL,
14:13.1,61,2378,경북,Gyeongsangbuk-do,28,1816,501,28,0,89.31,6711,2020??12??29??00??NULL,
14:13.1,5,554,?�남,Jeollanam-do,4,462,87,4,0,29.71,6710,2020??12??29??00??NULL,
14:13.1,11,793,?�북,Jeollabuk-do,8,561,221,7,1,43.64,6709,2020??12??29??00??NULL,
14:13.1,22,1608,충남,Chungcheongnam-do,27,1131,455,27,0,75.76,6708,2020??12??29??00??NULL,
14:13.1,21,1096,충북,Chungcheongbuk-do,22,562,513,22,0,68.53,6707,2020??12??29??00??NULL,
14:13.1,13,1154,강원,Gangwon-do,21,808,333,21,0,74.91,6706,2020??12??29??00??NULL,
14:13.1,242,13949,경기,Gyeonggi-do,256,10144,3563,250,6,105.27,6705,2020??12??29??00??NULL,
14:13.1,1,147,?�종,Sejong,4,127,19,4,0,42.94,6704,2020??12??29??00??NULL,
14:13.1,26,622,?�산,Ulsan,4,401,195,3,1,54.23,6703,2020??12??29??00??NULL,
14:13.1,7,819,?�??大田,30,658,154,30,0,55.56,6702,2020??12??29??00??NULL,,
14:13.1,6,1064,광주,Gwangju,15,825,233,15,0,73.04,6701,2020??12??29??00??NULL,
14:13.1,25,2732,?�천,Incheon,32,1935,772,32,0,92.42,6700,2020??12??29??00??NULL,
14:13.1,201,7717,?��?大邱,29,7203,313,29,0,316.73,6699,2020??12??29??00??NULL,,
14:13.1,45,1755,부???�山,17,1261,449,17,0,51.44,6698,2020??12??29??00??NULL,,
14:13.1,167,18252,?�울,Seoul,522,10010,8075,519,3,187.53,6697,2020??12??29??00??2020-12-30 10:13:26.26,
14:13.1,859,58724,?�계,Total,1045,40703,17162,1029,16,113.26,6696,2020??12??29??00??2020-12-30 10:12:58.58,
37:00.0,2,2415,검???�離?�,8,1679,734,0,8,-,6676,2020??12??28??00??NULL,,
37:00.0,0,392,?�주,Jeju,11,158,234,11,0,58.44,6675,2020??12??28??00??NULL,
37:00.0,4,1251,경남,Gyeongsangnam-do,25,892,355,25,0,37.22,6674,2020??12??28??00??NULL,
37:00.0,61,2350,경북,Gyeongsangbuk-do,46,1800,489,45,1,88.26,6673,2020??12??28??00??NULL,
37:00.0,5,550,?�남,Jeollanam-do,7,460,85,7,0,29.5,6672,2020??12??28??00??NULL,
37:00.0,8,785,?�북,Jeollabuk-do,1,540,237,1,0,43.2,6671,2020??12??28??00??NULL,
37:00.0,22,1581,충남,Chungcheongnam-do,35,1109,450,35,0,74.49,6670,2020??12??28??00??NULL,
37:00.0,20,1074,충북,Chungcheongbuk-do,31,548,506,30,1,67.15,6669,2020??12??28??00??NULL,
37:00.0,13,1133,강원,Gangwon-do,27,781,339,27,0,73.55,6668,2020??12??28??00??NULL,
37:00.0,221,13693,경기,Gyeonggi-do,193,9463,4009,188,5,103.34,6667,2020??12??28??00??NULL,
37:00.0,0,143,?�종,Sejong,2,126,17,2,0,41.77,6666,2020??12??28??00??NULL,
37:00.0,26,618,?�산,Ulsan,2,380,212,1,1,53.88,6665,2020??12??28??00??NULL,
37:00.0,7,789,?�??大田,3,651,131,3,0,53.52,6664,2020??12??28??00??NULL,,
37:00.0,6,1049,광주,Gwangju,12,810,233,12,0,72.01,6663,2020??12??28??00??NULL,
37:00.0,24,2700,?�천,Incheon,46,1831,845,45,1,91.34,6662,2020??12??28??00??NULL,
37:00.0,201,7688,?��?大邱,24,7191,296,24,0,315.54,6661,2020??12??28??00??NULL,,
37:00.0,40,1738,부???�山,34,1238,460,34,0,50.94,6660,2020??12??28??00??NULL,,
37:00.0,159,17730,?�울,Seoul,300,9611,7960,297,3,182.16,6659,2020??12??28??00??2020-12-30 10:11:50.50,
37:00.0,819,57679,?�계,Total,807,39268,17592,787,20,111.25,6658,2020??12??28??00??2020-12-30 10:10:24.24,
38:30.3,2,2407,검???�離?�,10,1679,726,0,10,-,6657,2020??12??27??00??NULL,,
38:30.3,0,381,?�주,Jeju,7,148,233,7,0,56.8,6656,2020??12??27??00??NULL,
38:30.3,4,1226,경남,Gyeongsangnam-do,44,869,353,44,0,36.47,6655,2020??12??27??00??NULL,
38:30.3,61,2304,경북,Gyeongsangbuk-do,34,1790,453,32,2,86.53,6654,2020??12??27??00??NULL,
38:30.3,5,543,?�남,Jeollanam-do,5,456,82,5,0,29.12,6653,2020??12??27??00??NULL,
38:30.3,8,784,?�북,Jeollabuk-do,8,530,246,7,1,43.14,6652,2020??12??27??00??NULL,
38:30.3,22,1546,충남,Chungcheongnam-do,58,1057,467,55,3,72.84,6651,2020??12??27??00??NULL,
38:30.3,20,1043,충북,Chungcheongbuk-do,24,544,479,24,0,65.21,6650,2020??12??27??00??NULL,
38:30.3,13,1106,강원,Gangwon-do,23,774,319,23,0,71.79,6649,2020??12??27??00??NULL,
38:30.3,217,13500,경기,Gyeonggi-do,241,9463,3820,237,4,101.88,6648,2020??12??27??00??NULL,
38:30.3,0,141,?�종,Sejong,6,125,16,6,0,41.19,6647,2020??12??27??00??NULL,
38:30.3,25,616,?�산,Ulsan,1,375,216,1,0,53.7,6646,2020??12??27??00??NULL,
38:30.3,6,786,?�??大田,8,646,134,8,0,53.32,6645,2020??12??27??00??NULL,,
38:30.3,5,1037,광주,Gwangju,17,803,229,17,0,71.19,6644,2020??12??27??00??NULL,
38:30.3,24,2654,?�천,Incheon,61,1802,828,60,1,89.78,6643,2020??12??27??00??NULL,
38:30.3,201,7664,?��?大邱,21,7184,279,21,0,314.55,6642,2020??12??27??00??NULL,,
38:30.3,38,1704,부???�山,40,1206,460,40,0,49.94,6641,2020??12??27??00??NULL,,
38:30.3,157,17430,?�울,Seoul,362,9589,7684,359,3,179.07,6640,2020??12??27??00??NULL,
38:30.3,808,56872,?�계,Total,970,39040,17024,946,24,109.69,6639,2020??12??27??00??NULL,
35:59.6,1,2397,검???�離?�,10,1676,720,0,10,-,6638,2020??12??26??00??NULL,,
35:59.6,0,374,?�주,Jeju,24,126,248,24,0,55.76,6637,2020??12??26??00??NULL,
35:59.6,4,1182,경남,Gyeongsangnam-do,22,847,331,22,0,35.16,6636,2020??12??26??00??NULL,
35:59.6,61,2270,경북,Gyeongsangbuk-do,34,1762,447,33,1,85.26,6635,2020??12??26??00??NULL,
35:59.6,5,538,?�남,Jeollanam-do,6,455,78,6,0,28.85,6634,2020??12??26??00??NULL,
35:59.6,8,776,?�북,Jeollabuk-do,37,515,253,37,0,42.7,6633,2020??12??26??00??NULL,
35:59.6,22,1488,충남,Chungcheongnam-do,61,1021,445,61,0,70.11,6632,2020??12??26??00??NULL,
35:59.6,19,1019,충북,Chungcheongbuk-do,38,521,479,38,0,63.71,6631,2020??12??26??00??NULL,
35:59.6,13,1083,강원,Gangwon-do,36,766,304,35,1,70.3,6630,2020??12??26??00??NULL,
35:59.6,212,13259,경기,Gyeonggi-do,255,9350,3697,250,5,100.07,6629,2020??12??26??00??NULL,
35:59.6,0,135,?�종,Sejong,1,125,10,1,0,39.44,6628,2020??12??26??00??NULL,
35:59.6,24,615,?�산,Ulsan,8,375,216,8,0,53.62,6627,2020??12??26??00??NULL,
35:59.6,6,778,?�??大田,11,625,147,11,0,52.78,6626,2020??12??26??00??NULL,,
35:59.6,5,1020,광주,Gwangju,28,802,213,27,1,70.02,6625,2020??12??26??00??NULL,
35:59.6,23,2593,?�천,Incheon,55,1750,820,55,0,87.72,6624,2020??12??26??00??NULL,
35:59.6,201,7643,?��?大邱,13,7169,273,13,0,313.69,6623,2020??12??26??00??NULL,,
35:59.6,34,1664,부???�山,27,1167,463,26,1,48.77,6622,2020??12??26??00??NULL,,
35:59.6,155,17068,?�울,Seoul,466,9480,7433,457,9,175.35,6621,2020??12??26??00??NULL,
35:59.6,793,55902,?�계,Total,1132,38532,16577,1104,28,107.82,6620,2020??12??26??00??NULL,
24:22.2,1,2387,검???�離?�,6,1661,725,0,6,-,6619,2020??12??25??00??NULL,,
24:22.2,0,350,?�주,Jeju,20,118,232,20,0,52.18,6618,2020??12??25??00??NULL,
24:22.2,3,1160,경남,Gyeongsangnam-do,15,834,323,14,1,34.51,6617,2020??12??25??00??NULL,
24:22.2,61,2236,경북,Gyeongsangbuk-do,67,1758,417,67,0,83.98,6616,2020??12??25??00??NULL,
24:22.2,5,532,?�남,Jeollanam-do,5,454,73,4,1,28.53,6615,2020??12??25??00??NULL,
24:22.2,8,739,?�북,Jeollabuk-do,14,495,236,12,2,40.66,6614,2020??12??25??00??NULL,
24:22.2,22,1427,충남,Chungcheongnam-do,80,1015,390,79,1,67.23,6613,2020??12??25??00??NULL,
24:22.2,18,981,충북,Chungcheongbuk-do,42,516,447,42,0,61.34,6612,2020??12??25??00??NULL,
24:22.2,13,1047,강원,Gangwon-do,14,754,280,13,1,67.96,6611,2020??12??25??00??NULL,
24:22.2,207,13003,경기,Gyeonggi-do,263,9192,3604,256,7,98.14,6610,2020??12??25??00??2021-01-03 10:39:55.55,
24:22.2,0,134,?�종,Sejong,1,124,10,1,0,39.14,6609,2020??12??25??00??NULL,
24:22.2,24,607,?�산,Ulsan,12,366,217,12,0,52.92,6608,2020??12??25??00??NULL,
24:22.2,6,767,?�??大田,13,622,139,13,0,52.03,6607,2020??12??25??00??NULL,,
24:22.2,4,992,광주,Gwangju,36,795,193,35,1,68.1,6606,2020??12??25??00??NULL,
24:22.2,21,2538,?�천,Incheon,55,1726,791,55,0,85.86,6605,2020??12??25??00??NULL,
24:22.2,201,7630,?��?大邱,23,7155,274,21,2,313.16,6604,2020??12??25??00??NULL,,
24:22.2,31,1637,부???�山,22,1143,463,21,1,47.98,6603,2020??12??25??00??NULL,,
24:22.2,148,16602,?�울,Seoul,552,9320,7134,550,2,170.57,6602,2020??12??25??00??NULL,
24:22.2,773,54770,?�계,Total,1241,38048,15949,1216,25,105.64,6601,2020??12??25??00??NULL,
45:58.6,1,2381,검???�離?�,11,1661,719,0,11,-,6600,2020??12??24??00??NULL,,
45:58.6,0,330,?�주,Jeju,26,116,214,26,0,49.2,6599,2020??12??24??00??NULL,
45:58.6,3,1145,경남,Gyeongsangnam-do,21,811,331,21,0,34.06,6598,2020??12??24??00??NULL,
45:58.6,61,2169,경북,Gyeongsangbuk-do,50,1742,366,50,0,81.46,6597,2020??12??24??00??NULL,
45:58.6,5,527,?�남,Jeollanam-do,2,450,72,2,0,28.26,6596,2020??12??24??00??NULL,
45:58.6,7,725,?�북,Jeollabuk-do,12,483,235,12,0,39.89,6595,2020??12??24??00??NULL,
45:58.6,21,1347,충남,Chungcheongnam-do,31,1007,319,29,2,63.46,6594,2020??12??24??00??NULL,
45:58.6,15,939,충북,Chungcheongbuk-do,47,484,440,46,1,58.71,6593,2020??12??24??00??NULL,
45:58.6,13,1033,강원,Gangwon-do,21,735,285,21,0,67.05,6592,2020??12??24??00??NULL,
45:58.6,201,12744,경기,Gyeonggi-do,285,8982,3561,277,8,96.18,6591,2020??12??24??00??NULL,
45:58.6,0,133,?�종,Sejong,2,123,10,1,1,38.85,6590,2020??12??24??00??NULL,
45:58.6,22,595,?�산,Ulsan,9,343,230,9,0,51.87,6589,2020??12??24??00??NULL,
45:58.6,6,754,?�??大田,11,604,144,11,0,51.15,6588,2020??12??24??00??NULL,,
45:58.6,4,956,광주,Gwangju,15,784,168,14,1,65.63,6587,2020??12??24??00??NULL,
45:58.6,21,2483,?�천,Incheon,53,1703,759,53,0,84,6586,2020??12??24??00??NULL,
45:58.6,200,7607,?��?大邱,26,7134,273,26,0,312.21,6585,2020??12??24??00??NULL,,
45:58.6,29,1615,부???�山,44,1092,494,43,1,47.34,6584,2020??12??24??00??NULL,,
45:58.6,147,16050,?�울,Seoul,319,9171,6732,314,5,164.89,6583,2020??12??24??00??NULL,
45:58.6,756,53533,?�계,Total,985,37425,15352,955,30,103.25,6582,2020??12??24??00??NULL,
46:13.1,1,2370,검???�離?�,9,1660,709,0,9,-,6562,2020??12??23??00??NULL,,
46:13.1,0,304,?�주,Jeju,33,105,199,33,0,45.32,6561,2020??12??23??00??NULL,
46:13.1,3,1124,경남,Gyeongsangnam-do,29,796,325,28,1,33.44,6560,2020??12??23??00??NULL,
46:13.1,61,2119,경북,Gyeongsangbuk-do,25,1734,324,25,0,79.59,6559,2020??12??23??00??NULL,
46:13.1,5,525,?�남,Jeollanam-do,12,445,75,12,0,28.15,6558,2020??12??23??00??NULL,
46:13.1,7,713,?�북,Jeollabuk-do,21,467,239,20,1,39.23,6557,2020??12??23??00??NULL,
46:13.1,20,1316,충남,Chungcheongnam-do,11,991,305,11,0,62,6556,2020??12??23??00??NULL,
46:13.1,15,892,충북,Chungcheongbuk-do,58,463,414,58,0,55.77,6555,2020??12??23??00??NULL,
46:13.1,13,1012,강원,Gangwon-do,13,720,279,13,0,65.69,6554,2020??12??23??00??NULL,
46:13.1,191,12459,경기,Gyeonggi-do,310,8786,3483,298,11,94.04,6553,2020??12??23??00??2020-12-24 9:42:16.16,
46:13.1,0,131,?�종,Sejong,1,123,8,1,0,38.27,6552,2020??12??23??00??NULL,
46:13.1,20,586,?�산,Ulsan,18,333,233,16,2,51.09,6551,2020??12??23??00??NULL,
46:13.1,6,743,?�??大田,35,599,138,34,1,50.4,6550,2020??12??23??00??NULL,,
46:13.1,4,941,광주,Gwangju,36,771,166,35,1,64.6,6549,2020??12??23??00??NULL,
46:13.1,20,2430,?�천,Incheon,49,1665,745,46,3,82.2,6548,2020??12??23??00??NULL,
46:13.1,200,7581,?��?大邱,24,7122,259,24,0,311.14,6547,2020??12??23??00??NULL,,
46:13.1,28,1571,부???�山,32,1082,461,32,0,46.05,6546,2020??12??23??00??NULL,,
46:13.1,145,15731,?�울,Seoul,376,8864,6723,372,3,161.63,6545,2020??12??23??00??2020-12-24 9:41:55.55,
46:13.1,739,52548,?�계,Total,1090,36726,15085,1059,32,101.35,6544,2020??12??23??00??2020-12-24 9:41:31.31,
41:34.3,1,2361,검???�離?�,18,1658,702,0,18,-,6524,2020??12??22??00??NULL,,
41:34.3,0,271,?�주,Jeju,19,103,168,19,0,40.4,6523,2020??12??22??00??NULL,
41:34.3,3,1095,경남,Gyeongsangnam-do,18,768,324,18,0,32.58,6522,2020??12??22??00??NULL,
41:34.3,61,2094,경북,Gyeongsangbuk-do,59,1721,312,58,1,78.65,6521,2020??12??22??00??NULL,
41:34.3,5,513,?�남,Jeollanam-do,5,425,83,4,1,27.51,6520,2020??12??22??00??NULL,
41:34.3,7,692,?�북,Jeollabuk-do,4,452,233,4,0,38.08,6519,2020??12??22??00??NULL,
41:34.3,19,1305,충남,Chungcheongnam-do,17,974,312,15,2,61.49,6518,2020??12??22??00??NULL,
41:34.3,15,834,충북,Chungcheongbuk-do,31,441,378,30,1,52.14,6517,2020??12??22??00??NULL,
41:34.3,13,999,강원,Gangwon-do,23,709,277,23,0,64.85,6516,2020??12??22??00??NULL,
41:34.3,181,12150,경기,Gyeonggi-do,204,8608,3361,191,13,91.71,6515,2020??12??22??00??2020-12-23 9:37:35.35,
41:34.3,0,130,?�종,Sejong,1,122,8,1,0,37.98,6514,2020??12??22??00??NULL,
41:34.3,17,568,?�산,Ulsan,6,299,252,6,0,49.52,6513,2020??12??22??00??NULL,
41:34.3,6,708,?�??大田,9,577,125,9,0,48.03,6512,2020??12??22??00??NULL,,
41:34.3,3,905,광주,Gwangju,26,755,147,26,0,62.13,6511,2020??12??22??00??NULL,
41:34.3,19,2381,?�천,Incheon,45,1617,745,44,1,80.54,6510,2020??12??22??00??NULL,
41:34.3,200,7557,?��?大邱,39,7098,259,39,0,310.16,6509,2020??12??22??00??NULL,,
41:34.3,28,1539,부???�山,26,1039,472,26,0,45.11,6508,2020??12??22??00??NULL,,
41:34.3,144,15356,?�울,Seoul,317,8562,6650,309,8,157.76,6507,2020??12??22??00??NULL,
41:34.3,722,51458,?�계,Total,867,35928,14808,822,45,99.25,6506,2020??12??22??00??2020-12-23 9:38:21.21,
35:39.4,1,2342,검???�離?�,9,1658,683,0,9,-,6467,2020??12??21??00??2021-02-02 18:39:52.52,,
35:39.4,0,252,?�주,Jeju,23,102,150,23,0,37.57,6466,2020??12??21??00??2020-12-22 10:05:11.11,
35:39.4,3,1077,경남,Gyeongsangnam-do,15,748,326,15,0,32.04,6465,2020??12??21??00??2020-12-22 10:04:56.56,
35:39.4,61,2035,경북,Gyeongsangbuk-do,48,1715,259,48,0,76.43,6464,2020??12??21??00??2020-12-22 10:04:43.43,
35:39.4,5,508,?�남,Jeollanam-do,9,418,85,8,1,27.24,6463,2020??12??21??00??2020-12-22 10:04:34.34,
35:39.4,7,688,?�북,Jeollabuk-do,13,441,240,11,2,37.86,6462,2020??12??21??00??2020-12-22 10:04:23.23,
35:39.4,18,1288,충남,Chungcheongnam-do,16,950,320,16,0,60.68,6461,2020??12??21??00??2020-12-22 10:04:03.03,
35:39.4,13,803,충북,Chungcheongbuk-do,33,424,366,29,4,50.21,6460,2020??12??21??00??2020-12-22 10:03:51.51,
35:39.4,13,976,강원,Gangwon-do,25,692,271,22,3,63.35,6459,2020??12??21??00??2020-12-22 10:03:42.42,
35:39.4,173,11946,경기,Gyeonggi-do,244,8235,3538,237,7,90.16,6458,2020??12??21??00??2020-12-22 10:03:30.30,
35:39.4,0,129,?�종,Sejong,0,121,8,0,0,37.68,6457,2020??12??21??00??2020-12-22 10:03:19.19,
35:39.4,16,562,?�산,Ulsan,17,280,266,17,0,49,6456,2020??12??21??00??2020-12-22 10:03:07.07,
35:39.4,6,699,?�??大田,3,568,125,3,0,47.42,6455,2020??12??21??00??2020-12-22 10:02:54.54,,
35:39.4,3,879,광주,Gwangju,13,751,125,11,2,60.34,6454,2020??12??21??00??2020-12-22 10:02:44.44,
35:39.4,15,2336,?�천,Incheon,88,1591,730,85,3,79.02,6453,2020??12??21??00??2020-12-22 10:02:33.33,
35:39.4,200,7518,?��?大邱,21,7082,236,21,0,308.56,6452,2020??12??21??00??2020-12-22 10:02:21.21,,
35:39.4,28,1513,부???�山,20,1009,476,19,1,44.35,6451,2020??12??21??00??2020-12-22 10:02:10.10,,
35:39.4,136,15039,?�울,Seoul,328,8370,6533,327,1,154.51,6450,2020??12??21??00??2020-12-22 10:01:57.57,
35:39.4,698,50590,?�계,Total,925,35155,14738,892,33,97.58,6449,2020??12??21??00??2021-02-02 18:39:30.30,
36:42.4,1,2333,검???�離?�,9,1657,675,0,9,-,6448,2020??12??20??00??NULL,,
36:42.4,0,229,?�주,Jeju,24,93,136,24,0,34.14,6447,2020??12??20??00??NULL,
36:42.4,2,1062,경남,Gyeongsangnam-do,51,734,326,49,2,31.59,6446,2020??12??20??00??NULL,
36:42.4,60,1987,경북,Gyeongsangbuk-do,25,1711,216,23,2,74.63,6445,2020??12??20??00??NULL,
36:42.4,5,499,?�남,Jeollanam-do,4,418,76,4,0,26.76,6444,2020??12??20??00??NULL,
36:42.4,6,675,?�북,Jeollabuk-do,29,439,230,29,0,37.14,6443,2020??12??20??00??NULL,
36:42.4,17,1272,충남,Chungcheongnam-do,20,942,313,19,1,59.93,6442,2020??12??20??00??NULL,
36:42.4,11,770,충북,Chungcheongbuk-do,14,415,344,14,0,48.14,6441,2020??12??20??00??NULL,
36:42.4,13,951,강원,Gangwon-do,55,684,254,55,0,61.73,6440,2020??12??20??00??NULL,
36:42.4,164,11702,경기,Gyeonggi-do,249,8082,3456,244,5,88.31,6439,2020??12??20??00??NULL,
36:42.4,0,129,?�종,Sejong,1,121,8,0,1,37.68,6438,2020??12??20??00??NULL,
36:42.4,14,545,?�산,Ulsan,6,270,261,5,1,47.51,6437,2020??12??20??00??NULL,
36:42.4,6,696,?�??大田,3,559,131,3,0,47.21,6436,2020??12??20??00??NULL,,
36:42.4,3,866,광주,Gwangju,14,747,116,13,1,59.45,6435,2020??12??20??00??NULL,
36:42.4,15,2248,?�천,Incheon,62,1573,660,62,0,76.05,6434,2020??12??20??00??NULL,
36:42.4,200,7497,?��?大邱,25,7075,222,25,0,307.7,6433,2020??12??20??00??NULL,,
36:42.4,27,1493,부???�山,33,982,484,33,0,43.76,6432,2020??12??20??00??NULL,,
36:42.4,130,14711,?�울,Seoul,473,8220,6361,470,3,151.14,6431,2020??12??20??00??NULL,
36:42.4,674,49665,?�계,Total,1097,34722,14269,1072,25,95.79,6430,2020??12??20??00??NULL,
29:03.0,1,2324,검???�離?�,4,1657,666,0,4,-,6429,2020??12??19??00??NULL,,
29:03.0,0,205,?�주,Jeju,24,91,114,24,0,30.56,6428,2020??12??19??00??2020-12-22 9:59:03.03,
29:03.0,2,1011,경남,Gyeongsangnam-do,32,715,294,32,0,30.08,6427,2020??12??19??00??2020-12-22 9:58:53.53,
29:03.0,60,1962,경북,Gyeongsangbuk-do,29,1703,199,29,0,73.69,6426,2020??12??19??00??2020-12-22 9:58:40.40,
29:03.0,5,495,?�남,Jeollanam-do,5,413,77,5,0,26.55,6425,2020??12??19??00??2020-12-22 9:58:30.30,
29:03.0,5,646,?�북,Jeollabuk-do,15,430,211,13,2,35.55,6424,2020??12??19??00??2020-12-22 9:58:17.17,
29:03.0,17,1252,충남,Chungcheongnam-do,24,928,307,24,0,58.99,6423,2020??12??19??00??2020-12-22 9:58:06.06,
29:03.0,9,756,충북,Chungcheongbuk-do,103,404,343,103,0,47.27,6422,2020??12??19??00??2020-12-22 9:57:05.05,
29:03.0,13,896,강원,Gangwon-do,27,676,207,27,0,58.16,6421,2020??12??19??00??2020-12-22 9:56:53.53,
29:03.0,155,11450,경기,Gyeonggi-do,278,8082,3212,263,11,86.44,6420,2020??12??19??00??2020-12-25 9:37:20.20,
29:03.0,0,128,?�종,Sejong,0,118,10,0,0,37.39,6419,2020??12??19??00??NULL,
29:03.0,14,539,?�산,Ulsan,9,255,270,7,2,46.99,6418,2020??12??19??00??2020-12-22 9:55:43.43,
29:03.0,6,693,?�??大田,5,551,136,5,0,47.01,6417,2020??12??19??00??2020-12-22 9:55:30.30,,
29:03.0,3,852,광주,Gwangju,9,742,107,9,0,58.49,6416,2020??12??19??00??2020-12-22 9:55:16.16,
29:03.0,14,2186,?�천,Incheon,46,1513,659,46,0,73.95,6415,2020??12??19??00??2020-12-22 9:55:05.05,
29:03.0,200,7472,?��?大邱,20,7073,199,20,0,306.67,6414,2020??12??19??00??2020-12-22 9:54:55.55,,
29:03.0,27,1460,부???�山,39,952,481,39,0,42.79,6413,2020??12??19??00??2020-12-22 9:54:46.46,,
29:03.0,128,14237,?�울,Seoul,381,8031,6078,379,2,146.3,6412,2020??12??19??00??2021-02-02 18:31:10.10,
29:03.0,659,48567,?�계,Total,1050,34334,13574,1026,24,93.68,6411,2020??12??19??00??2021-02-02 18:32:18.18,
37:27.3,1,2320,검???�離?�,9,1657,662,0,9,-,6391,2020??12??18??00??NULL,,
37:27.3,0,181,?�주,Jeju,27,86,95,27,0,26.98,6390,2020??12??18??00??2020-12-22 9:53:31.31,
37:27.3,2,979,경남,Gyeongsangnam-do,44,695,282,43,1,29.13,6389,2020??12??18??00??2020-12-22 9:53:08.08,
37:27.3,59,1933,경북,Gyeongsangbuk-do,31,1697,177,31,0,72.6,6388,2020??12??18??00??2020-12-22 9:52:58.58,
37:27.3,4,490,?�남,Jeollanam-do,5,406,80,5,0,26.28,6387,2020??12??18??00??2020-12-22 9:52:46.46,
37:27.3,4,631,?�북,Jeollabuk-do,16,419,208,12,4,34.72,6386,2020??12??18??00??2020-12-22 9:52:33.33,
37:27.3,16,1228,충남,Chungcheongnam-do,18,912,300,16,2,57.86,6385,2020??12??18??00??2020-12-22 9:52:21.21,
37:27.3,7,653,충북,Chungcheongbuk-do,31,378,268,30,1,40.83,6384,2020??12??18??00??2020-12-22 9:52:09.09,
37:27.3,13,869,강원,Gangwon-do,18,661,195,18,0,56.41,6383,2020??12??18??00??2020-12-22 9:51:59.59,
37:27.3,153,11175,경기,Gyeonggi-do,304,7944,3078,303,1,84.31,6382,2020??12??18??00??2020-12-22 9:51:45.45,
37:27.3,0,128,?�종,Sejong,0,116,12,0,0,37.39,6381,2020??12??18??00??NULL,
37:27.3,11,530,?�산,Ulsan,31,244,275,30,1,46.21,6380,2020??12??18??00??2020-12-22 9:51:20.20,
37:27.3,6,688,?�??大田,5,545,137,5,0,46.67,6379,2020??12??18??00??2020-12-22 9:51:10.10,,
37:27.3,3,843,광주,Gwangju,4,736,104,3,1,57.87,6378,2020??12??18??00??2020-12-22 9:50:59.59,
37:27.3,14,2140,?�천,Incheon,64,1498,628,63,1,72.43,6377,2020??12??18??00??2020-12-22 9:50:49.49,
37:27.3,200,7452,?��?大邱,20,7067,185,20,0,305.85,6376,2020??12??18??00??2020-12-22 9:50:38.38,,
37:27.3,26,1421,부???�山,39,925,470,39,0,41.65,6375,2020??12??18??00??2020-12-22 9:50:28.28,,
